OBJECTID,STOPNAME,SHAPE,STOPID,STOPABBR,BENCH,SHELTER,ROUTES,COUNTY,LON,LAT
4456,PEACHTREE RD & APPLETREE CT,"(39.81573000000003, -75.46028199999995)",742,PSAP,1,1,"13, 61",,-75460282,39815730
4457,PHILADELPHIA PK & OP ARCHMERE ACAD,"(39.804002000000025, -75.45548999999994)",158,PSAR,0,0,"13, 31",,-75455490,39804002
4458,PHILADELPHIA PK & BELLEVUE CORP CR,"(39.77800800000006, -75.48883799999999)",821,PSBC,0,0,13,,-75488838,39778008
4459,PHILADELPHIA PK & OP BELLEVUE RD,"(39.77582600000005, -75.49215899999996)",825,PSBE,0,0,"13, 31",,-75492159,39775826
4460,PEACHTREE RD & BIRCHTREE LN,"(39.815364000000045, -75.46352199999995)",744,PSBI,0,0,"13, 61",,-75463522,39815364
4461,RIVER RD & BRANDYWINE BLVD,"(39.75940900000006, -75.50722699999994)",2251,PSBR,0,0,4,,-75507227,39759409
4462,PUBLIC SAFETY BLVD @ CENTRAL DIST,"(39.150344000000075, -75.51097899999996)",3268,PSCD,1,1,"107, 301",,-75510979,39150344
4463,PEACHTREE RD & OP CEDARTREE CT,"(39.81490400000007, -75.46204499999999)",743,PSCE,1,1,"13, 61",,-75462045,39814904
4464,PHILADELPHIA PK & CLEARVIEW AVE,"(39.78178900000006, -75.48294499999997)",770,PSCL,0,0,13,,-75482945,39781789
4465,PHILADELPHIA PK & COMMONWEALTH AVE,"(39.79781400000007, -75.46381899999994)",757,PSCO,1,0,"13, 31",,-75463819,39797814
4466,PHILADELPHIA PK & W DELAWARE AVE,"(39.78741400000007, -75.47544699999997)",765,PSDE,0,0,"13, 31",,-75475447,39787414
4467,PHILADELPHIA PK & OP ESKRIDGE DR,"(39.775055000000066, -75.49324399999995)",826,PSES,0,0,"13, 31",,-75493244,39775055
4468,PHILADELPHIA PK & FRANKLIN AVE,"(39.80063800000005, -75.46050599999995)",755,PSFR,0,0,"13, 31",,-75460506,39800638
4469,PHILADELPHIA PK & HARVEY RD,"(39.793799000000035, -75.46839799999998)",760,PSHA,1,1,"13, 31",,-75468398,39793799
4470,PEACHTREE & HONDA DEALER,"(39.098583000000076, -75.54300999999998)",539,PSHD,0,0,117,,-75543010,39098583
4471,PHILADELPHIA PK & HOLLY OAK RD,"(39.78489300000007, -75.47826199999997)",767,PSHO,0,1,"13, 31",,-75478262,39784893
4472,PHILADELPHIA PK & LAWSON AVE,"(39.79998500000005, -75.46133399999997)",756,PSLA,0,0,"13, 31",,-75461334,39799985
4473,PHILADELPHIA PK & OP LINDSEY PL,"(39.77345900000006, -75.49553799999995)",828,PSLI,0,0,"13, 31",,-75495538,39773459
4474,PHILADELPHIA PK & MARSH RD,"(39.76678700000008, -75.50910899999997)",55,PSMA,0,0,13,,-75509109,39766787
4475,PHILADELPHIA PK & PARKWAY LN,"(39.77102200000007, -75.49985899999996)",792,PSPA,0,0,13,,-75499859,39771022
4476,PHILADELPHIA PK & PENNSYLVANIA AVE,"(39.795912000000044, -75.46601799999996)",759,PSPE,0,0,"13, 31",,-75466018,39795912
4477,PEACHTREE RD & PLUMTREE LN,"(39.813667000000066, -75.46577499999995)",745,PSPL,0,0,"13, 61",,-75465775,39813667
4478,PHILADELPHIA PK & PENNYACRES-OPBEE,"(39.76562300000006, -75.51170499999995)",797,PSPN,0,0,13,,-75511705,39765623
4479,PHILADELPHIA PK & OP ROLLING DR,"(39.79002800000006, -75.47259199999996)",763,PSRO,0,0,"13, 31",,-75472592,39790028
4480,PHILADELPHIA PK & SEMINOLE AVE,"(39.802451000000076, -75.45792099999994)",754,PSSE,0,1,"13, 31",,-75457921,39802451
4481,PHILADELPHIA PK & SHIPLEY RD,"(39.76375100000007, -75.51573099999996)",799,PSSH,0,0,13,,-75515731,39763751
4482,PHILADELPHIA PK @ SILVERSIDE RD,"(39.78258800000003, -75.48166399999997)",52,PSSI,1,1,13,,-75481664,39782588
4483,PHILADELPHIA PK & OP SUNSET DR-DEL,"(39.780241000000046, -75.48516199999995)",772,PSSU,0,0,13,,-75485162,39780241
4484,PHILADELPHIA PK & WELDIN LN,"(39.76790700000004, -75.50664699999999)",795,PSWE,1,1,13,,-75506647,39767907
4485,PHILADELPHIA PK & OP WINDING RD,"(39.78925400000003, -75.47343099999995)",764,PSWI,1,0,"13, 31",,-75473431,39789254
4486,PORTER RD @ WATERFORD - JOAN DR,"(39.61483300000003, -75.69270899999998)",3553,PSWJ,0,0,64,,-75692709,39614833
4487,PEACHTREE RUN & VANESSA DR,"(39.10176300000006, -75.54066299999994)",3803,PTVA,0,0,117,,-75540663,39101763
4488,PENCADER DR @ UCP,"(39.61127200000004, -75.76743599999998)",3336,PUCP,0,0,46,,-75767436,39611272
4489,PLEASANT VALLEY RD @ PENCADER BAR,"(39.60717800000003, -75.76945099999995)",3335,PVPN,0,0,46,,-75769451,39607178
4490,PLEASANT VALLEY RD OP PENCADER BAR,"(39.60728800000004, -75.76963299999994)",3330,PVSP,0,0,46,,-75769633,39607288
4491,PENNSYLVANIA AVE & BROOM ST,"(39.75388900000007, -75.56109199999997)",1090,PWBR,0,0,"6, 20, 52",,-75561092,39753889
4492,PENNSYLVANIA AVE & CLAYTON ST,"(39.754377000000034, -75.56315099999995)",1092,PWCL,0,0,"6, 20, 52",,-75563151,39754377
4493,PENNSYLVANIA AVE & DUPONT ST,"(39.75476200000003, -75.56454899999994)",1093,PWDU,0,0,"6, 20, 52",,-75564549,39754762
4494,PENNSYLVANIA AVE & FRANKLIN ST,"(39.75322100000005, -75.55875899999995)",1089,PWFR,1,0,"6, 20, 52",,-75558759,39753221
4495,PENNSYLVANIA AVE & GREENHILL AVE,"(39.76006700000005, -75.57455099999999)",1981,PWGR,0,0,"20, 52",,-75574551,39760067
4496,PENNSYLVANIA AVE & LINCOLN ST,"(39.75572000000005, -75.56694899999997)",1977,PWLI,0,0,"20, 52",,-75566949,39755720
4497,PENCADER DR @ REYNOLDS ALUMINUM,"(39.611339000000044, -75.76776099999995)",3329,PWRA,0,0,46,,-75767761,39611339
4498,PENNSYLVANIA AVE & RISING SUN LN,"(39.763108000000045, -75.57936599999994)",132,PWRI,1,1,"10, 20, 52",,-75579366,39763108
4499,PENNSYLVANIA AVE & MT SALEM LN,"(39.761532000000045, -75.57703699999996)",1982,PWSA,0,0,"20, 52",,-75577037,39761532
4500,PENNSYLVANIA AVE & UNION ST,"(39.75650100000007, -75.56830699999995)",1978,PWUN,0,0,"20, 52",,-75568307,39756501
4501,PENNSYLVANIA AVE & WOODLAWN AVE,"(39.758050000000026, -75.57117899999997)",209,PWWO,0,0,"20, 52",,-75571179,39758050
4502,QUEEN ST & BANK LANE,"(39.15515300000004, -75.52877299999994)",2890,QUBA,0,0,"101, 102",,-75528773,39155153
4503,QUEEN ST & LOOCKERMAN ST,"(39.15670400000005, -75.52937199999997)",2889,QULK,0,0,"101, 102",,-75529372,39156704
4504,QUEEN ST & LOOCKERMAN ST,"(39.156828000000075, -75.52923299999998)",2864,QULO,0,0,"102, 119, 302",,-75529233,39156828
4505,QUEEN ST & QUEEN MANOR APTS,"(39.15470600000003, -75.52840599999996)",2863,QUQU,0,1,"102, 119, 302",,-75528406,39154706
4506,QUEEN ST AT REED ST NB,"(39.15885300000008, -75.53005399999995)",3849,QURD,0,0,"102, 302",,-75530054,39158853
4507,QUEEN ST @ REED ST SB,"(39.15859400000005, -75.53001599999999)",3780,QURE,0,0,101,,-75530016,39158594
4508,QUEEN ST & WATER ST,"(39.154127000000074, -75.52837499999998)",2891,QUWA,0,0,"101, 102",,-75528375,39154127
4509,RD 213 & RD 207/JOHNSON RD,"(38.87169400000005, -75.42888599999998)",2934,R2N2,0,0,303,,-75428886,38871694
4510,RD 207 @ RD 213,"(38.87096100000008, -75.42998599999999)",2954,R2S2,0,0,303,,-75429986,38870961
4511,RD 213 @ SUSQUEHANNA AVE,"(38.87468300000006, -75.42815799999994)",3536,R2SN,0,0,303,,-75428158,38874683
4512,RD 213 @ SUSQUEHANNA AVE,"(38.87498800000003, -75.42831199999995)",3533,R2SU,0,0,303,,-75428312,38874988
4513,ROCKLAND CTR 2 & CLINIC,"(39.78109600000005, -75.55231199999997)",260,RCN2,1,1,28,,-75552312,39781096
4514,RAMUNNO DR @ LOUIS LN,"(39.45403300000004, -75.72893999999997)",3722,RDLL,0,0,43,,-75728940,39454033
4515,RAMUNNO DR OP LISA LN,"(39.457283000000075, -75.72897699999999)",3723,RDRD,0,0,43,,-75728977,39457283
4516,READS WAY & OP ONE READS WAY,"(39.68836900000008, -75.60913599999998)",171,RE01,1,1,"10, 15",,-75609136,39688369
4517,READS WAY & BLDG 42,"(39.68903500000005, -75.61199599999998)",1725,RE42,0,0,"10, 15",,-75611996,39689035
4518,READS WAY & BLDG 92,"(39.68640400000004, -75.61159099999998)",1724,RE92,1,1,"10, 15",,-75611591,39686404
4519,REHOBOTH AVE @ THE ARK,"(38.715355000000045, -75.08940799999993)",3738,REAR,0,0,"201, 206",,-75089408,38715355
4520,REHOBOTH AVE & BOARDWALK,"(38.716679000000056, -75.07634199999995)",394,REBO,1,1,"201, 206",,-75076342,38716679
4521,REHOBOTH AVE & CHURCH ST,"(38.713839000000064, -75.09548899999999)",649,RECH,0,0,"201, 206",,-75095489,38713839
4522,REHOBOTH AVE & CITY HALL,"(38.71604000000008, -75.08349099999998)",395,RECI,1,0,"201, 206",,-75083491,38716040
4523,CENTERVILLE RD @ RED CLAY DR,"(39.75881400000003, -75.62561099999994)",3217,RECO,0,0,4,,-75625611,39758814
4524,READS WAY & 31 READS WAY,"(39.68881900000008, -75.61240699999996)",1697,RENO,0,0,"10, 15",,-75612407,39688819
4525,ROGERS RD & OAKMONTH DR,"(39.712874000000056, -75.54974499999997)",1922,REOA,1,1,14,,-75549745,39712874
4526,RYSING DR & PAINTER DR,"(39.75694200000004, -75.50051899999994)",2219,REPA,0,0,4,,-75500519,39756942
4527,RYSING DR & S PENNEWELL DR,"(39.758812000000034, -75.50368399999996)",2216,REPE,0,0,4,,-75503684,39758812
4528,RYSING DR & POLK RD,"(39.75755900000007, -75.50162299999994)",2218,REPO,0,0,4,,-75501623,39757559
4529,RIVERS END DR & OP PROVIDNC DR E,"(39.649230000000045, -75.65934799999997)",2597,REPR,1,0,54,,-75659348,39649230
4530,RIVERS END DR & OP PROVIDNC DR W,"(39.65055000000007, -75.66540399999997)",2594,REPW,1,0,54,,-75665404,39650550
4531,REHOBOTH AVE OP CITY HALL,"(38.71574500000003, -75.08355899999998)",393,RERE,0,0,201,,-75083559,38715745
4532,RYSING DR & OP RIVER RD,"(39.75908700000008, -75.50582899999995)",2215,RERI,0,0,4,,-75505829,39759087
4533,RYSING DR & SALISBURY DR,"(39.756012000000055, -75.49918899999994)",243,RESA,0,0,4,,-75499189,39756012
4534,RIVERS END DR & SILVER RUN TR,"(39.64994100000007, -75.66251199999994)",2595,RESI,1,0,54,,-75662512,39649941
4535,RIVERS END DR & SAMLLEYS DAM RD,"(39.649586000000056, -75.66742099999993)",2592,RESM,0,0,54,,-75667421,39649586
4536,READS WAY & WILMINGTON TRUST,"(39.686631000000034, -75.61185499999993)",1698,REWI,0,0,"10, 15",,-75611855,39686631
4537,RIVERS END DR & BELLTOWN TERR,"(39.64949500000006, -75.66125099999994)",2566,RIBE,1,0,54,,-75661251,39649495
4538,RIVER RD & FAMILY CT,"(39.15739300000007, -75.51590999999996)",373,RIFA,0,0,107,,-75515910,39157393
4539,RIVER RD & KENT ST,"(39.15627000000006, -75.51595899999995)",574,RIKE,0,0,107,,-75515959,39156270
4540,RIVERS END DR & NEWTON DR,"(39.65057900000005, -75.66358799999995)",2568,RINE,1,0,54,,-75663588,39650579
4541,RIVERS END DR & PROVIDENCE DR E,"(39.64945700000004, -75.65873999999997)",2565,RIPE,1,0,54,,-75658740,39649457
4542,RIVERS END DR & PROVIDENCE DR W,"(39.650851000000046, -75.66501299999999)",2569,RIPW,1,0,54,,-75665013,39650851
4543,RIVERS END DR & OP SILVER RUN TR,"(39.65002400000003, -75.66237699999994)",2567,RISI,1,0,54,,-75662377,39650024
4544,RIVERS END DR & SMALLEY DAM RD,"(39.64948400000003, -75.66791099999995)",2571,RISM,1,0,54,,-75667911,39649484
4545,RIVER RD & OP SUSSEX AVE,"(39.154701000000045, -75.51727399999999)",575,RISU,0,0,107,,-75517274,39154701
4546,RIVERS END DR & TREELANE DR,"(39.65023600000006, -75.66635599999995)",2570,RITR,1,0,54,,-75666356,39650236
4547,RISING SUN LN & 17TH ST,"(39.76504200000005, -75.57871699999998)",137,RN17,0,0,10,,-75578717,39765042
4548,RISING SUN LN & 19TH ST,"(39.76621000000006, -75.57795499999997)",1459,RN19,0,0,10,,-75577955,39766210
4549,RIVER RD & KYNLYN DR,"(39.76488400000005, -75.49350699999997)",2229,RNKY,0,0,4,,-75493507,39764884
4550,RIVER RD & OP NORTH RD,"(39.76087200000006, -75.49781899999994)",2225,RNNO,0,0,4,,-75497819,39760872
4551,RIVER RD & PROSPECT DR,"(39.76579300000003, -75.49256099999997)",2230,RNPR,0,0,4,,-75492561,39765793
4552,RIVER RD & OP RODMAN AVE,"(39.761851000000036, -75.49673899999993)",2226,RNRO,0,0,4,,-75496739,39761851
4553,CARR RD & ROCKWOOD OFF PK,"(39.77653900000007, -75.51050599999996)",148,ROCK,1,0,11,,-75510506,39776539
4554,RIVER RD & MARION AVE,"(39.76360500000004, -75.49506299999996)",2236,RSMA,0,0,4,,-75495063,39763605
4555,RIVER RD & NORTH AVE,"(39.760906000000034, -75.49797399999994)",2238,RSNO,0,0,4,,-75497974,39760906
4556,RIVER RD & RODMAN AVE,"(39.76205100000004, -75.49662299999994)",2237,RSRO,0,0,4,,-75496623,39762051
4557,NEW CASTLE AVE & JANVIER AVE,"(39.67604000000006, -75.56043499999998)",3892,RT9J,0,0,15,,-75560435,39676040
4558,RODNEY VILLAGE & OLLIE'S OUTLET,"(39.12549400000006, -75.53270199999997)",2724,RVAI,0,0,104,,-75532702,39125494
4559,RIVERS END DR OP NEWTON DR,"(39.650626000000045, -75.66395199999994)",3887,RVNE,0,0,54,,-75663952,39650626
4560,READS WAY & BLDG ONE,"(39.68855400000007, -75.60915399999999)",168,RW01,0,0,"10, 15",,-75609154,39688554
4561,RYSING DR & CLAYTON ST,"(39.756988000000035, -75.50054899999998)",2245,RWCL,0,0,4,,-75500549,39756988
4562,RYSING DR & N PENNEWELL DR,"(39.75912900000003, -75.50407499999994)",2249,RWNP,0,0,4,,-75504075,39759129
4563,ROGERS RD & OAKMONT DR,"(39.71277300000003, -75.54946399999994)",1861,RWOA,0,0,14,,-75549464,39712773
4564,RYSING DR & RIVER RD,"(39.75914400000005, -75.50583099999994)",2250,RWRI,0,0,4,,-75505831,39759144
4565,RYSING DR & OP POLK RD,"(39.757719000000066, -75.50170999999995)",2246,RWRO,0,0,4,,-75501710,39757719
4566,RYSING DR & SALISBURY DR,"(39.75608900000003, -75.49910799999998)",245,RWSA,1,1,4,,-75499108,39756089
4567,RYSING DR & S PENNEWELL DR,"(39.75864100000007, -75.50326999999999)",2248,RWSP,0,0,4,,-75503270,39758641
4568,SHIPLEY RD & BURNETT DR,"(39.82562800000005, -75.53445999999997)",3055,S0BR,0,0,35,,-75534460,39825628
4569,SILVERSIDE RD & THE COMMONS,"(39.80880700000006, -75.54426399999994)",2914,S0CO,0,0,35,,-75544264,39808807
4570,SHIPLEY RD & N LORI LN,"(39.81090900000004, -75.53575599999994)",3021,S0LO,0,0,35,,-75535756,39810909
4571,S COLLEGE AVE & OP SUNSET RD,"(39.676454000000035, -75.75343399999997)",2367,S0SU,0,0,46,,-75753434,39676454
4572,US RT 113 EXPRESS ONLY @ SR 16,"(38.80561200000005, -75.43891999999994)",3301,S113,0,0,303,,-75438920,38805612
4573,US RT 113 @ GEORGETOWN PROFESSIONAL PLAZA,"(38.70422600000006, -75.40211399999998)",3590,S13G,0,0,303,,-75402114,38704226
4574,USRT113 EXPONLY@ COLL PK DR WALMART,"(38.70360500000004, -75.40253999999999)",3589,S13X,0,0,303,,-75402540,38703605
4575,S COLLEGE AVE & SUNSET RD,"(39.67653300000006, -75.75371599999994)",2376,S1SU,0,0,46,,-75753716,39676533
4576,SR 72 OP. VALERO,"(39.580183000000034, -75.63075799999996)",3606,S72V,0,0,25,,-75630758,39580183
4577,SAVANNAH RD & US ARMY RESERVE,"(38.765116000000035, -75.14877899999993)",425,SAAR,0,0,"204, 206",,-75148779,38765116
4578,SAVANNAH RD & BAY VIEW MED CTR,"(38.75323800000007, -75.16192399999994)",632,SABA,0,0,"204, 206",,-75161924,38753238
4579,SAVANNAH RD & BEEBE HOSPITAL,"(38.771205000000066, -75.14256199999994)",428,SABE,0,1,"204, 206",,-75142562,38771205
4580,SAVANNAH RD & OP BAY MED CTR,"(38.75303700000006, -75.16189899999995)",631,SABV,0,0,"204, 206",,-75161899,38753037
4581,SAULSBURY RD & CARVER RD,"(39.161234000000036, -75.54348599999997)",2868,SACA,0,0,302,,-75543486,39161234
4582,SAULSBURY RD & CLARA ST EXT,"(39.16343100000006, -75.54426799999999)",2869,SACL,0,0,302,,-75544268,39163431
4583,SAVANNAH RD & COVEY CREEK,"(38.756387000000075, -75.15844199999998)",430,SACO,0,0,"204, 206",,-75158442,38756387
4584,SALEM CHURCH RD & ELM DR,"(39.66896600000007, -75.69599099999994)",2415,SAEL,0,0,34,,-75695991,39668966
4585,SAULSBURY RD & OP CARVER RD,"(39.16068800000005, -75.54354199999995)",2885,SAFR,0,0,302,,-75543542,39160688
4586,SAULSBURY RD & GREEN MEADOWS,"(39.16331800000006, -75.54449899999997)",2884,SAGR,0,0,302,,-75544499,39163318
4587,SAVANNAH RD & HULING COVE,"(38.76528100000007, -75.14884399999994)",429,SAHU,1,0,"204, 206",,-75148844,38765281
4588,SAULSBURY RD & OP AFTON CT,"(39.15966100000003, -75.54292499999997)",3288,SAHY,0,0,302,,-75542925,39159661
4589,SALEM CHURCH RD & OP SALEM CH I PK,"(39.67398200000008, -75.69722699999994)",2416,SAIP,0,0,34,,-75697227,39673982
4590,SAVANNAH RD & BEEBE AVE.,"(38.77076100000005, -75.14285399999994)",426,SANC,0,0,"204, 206",,-75142854,38770761
4591,SAVANNAH RD & QUAKER RD,"(38.755551000000025, -75.15912199999997)",424,SANQ,0,0,"204, 206",,-75159122,38755551
4592,MCKEE RD & WALKER RD,"(39.168097000000046, -75.54591699999997)",2871,SAWA,0,0,302,,-75545917,39168097
4593,SAULSBURY RD & WHATCOAT VILLAGE,"(39.166570000000036, -75.54561999999999)",2883,SAWC,0,0,302,,-75545620,39166570
4594,SAULSBURYRD & WALKERRD DEL GUID SER,"(39.16809400000005, -75.54617399999995)",2882,SAWK,0,0,302,,-75546174,39168094
4595,S BEDFORD ST & FAMILY SER BLDG,"(38.67762600000003, -75.37951899999996)",641,SBFS,0,0,206,,-75379519,38677626
4596,SUMMIT BRIDGE RD & MAIN ST,"(39.398109000000034, -75.68493299999994)",3940,SBMA,0,0,302,,-75684933,39398109
4597,SUMMIT BRIDGE RD & PINE TREE RD,"(39.398146000000054, -75.68466399999994)",3942,SBPT,0,0,302,,-75684664,39398146
4598,SCARBOROUGH RD P&R,"(39.19697300000007, -75.55935899999997)",3137,SCAR,1,1,"106, 112, 120, 301, 302, 305",,-75559359,39196973
4599,SALEM CHURCH RD & CHAPMAN RD,"(39.66777500000006, -75.69596099999995)",278,SCCH,0,0,34,,-75695961,39667775
4600,SUSSEX CORRECTIONAL & ON-SITE,"(38.65923200000003, -75.37307399999997)",3212,SCCI,0,0,206,,-75373074,38659232
4601,STATE ST & COOPER RD,"(39.131657000000075, -75.51987499999996)",552,SCOO,0,0,105,,-75519875,39131657
4602,REHOBOTH AVE EXT @ AMES DR CVS PHAR,"(38.71525500000007, -75.10646999999994)",3473,SCVS,0,0,"201, 206",,-75106470,38715255
4603,SILVERSIDE RD & N BAPT CHURCH PNR,"(39.80847400000005, -75.53883599999995)",3049,SEBA,0,0,35,,-75538836,39808474
4604,SILVERSIDE RD & CONCORD PK,"(39.80904400000003, -75.54866999999996)",2913,SECO,0,0,35,,-75548670,39809044
4605,SAIENNI BLVD & DUPONT HWY,"(39.64072100000004, -75.62603099999995)",251,SEDU,0,0,25,,-75626031,39640721
4606,SALEM CHURCH RD & OP ELM DR,"(39.67177600000008, -75.69700899999998)",2453,SEEL,0,0,34,,-75697009,39671776
4607,SILVERSIDE RD & OP GREENMOUNT DR,"(39.80858500000005, -75.54054799999994)",3018,SEGR,0,0,35,,-75540548,39808585
4608,SALEM CHURCH RD & SALEM CH IND PK,"(39.67680800000005, -75.69836899999996)",2452,SEIP,0,0,34,,-75698369,39676808
4609,SALEM CHURCH RD & OAKDALE RD,"(39.66862900000007, -75.69613799999996)",2454,SEOA,0,0,34,,-75696138,39668629
4610,SAIENNI BLVD & MAPLE COURT,"(39.64034300000003, -75.62368899999996)",2283,SEPA,0,0,25,,-75623689,39640343
4611,SONGSMITH DR & SMALLEYS DAM RD,"(39.641935000000046, -75.66343399999994)",2589,SESM,1,1,54,,-75663434,39641935
4612,SHIPLEY ST AT 5TH,"(39.74169600000005, -75.55121899999995)",3967,SH05,0,0,"10, 52",,-75551219,39741696
4613,SHIPLEY ST & 10TH ST,"(39.745502000000045, -75.54870999999997)",3960,SH10,0,0,"10, 35, 52",,-75548710,39745502
4614,SANDHILL DR @ HAMPTON INN REAR ENT,"(39.451452000000074, -75.73014499999994)",3721,SHHP,0,0,43,,-75730145,39451452
4615,SHIPLEY STATE SERVICE CENTER AT VIRGINIA AVE,"(38.654142000000036, -75.60964699999994)",462,SHSC,0,0,903,,-75609647,38654142
4616,SILVERSIDE RD & PHILADELPHIA PK,"(39.783074000000056, -75.48169399999995)",3790,SIPK,0,0,31,,-75481694,39783074
4617,SHIPS LANDING WAY AT ESSBAR EQUIPME,"(39.67299600000007, -75.55489899999998)",3667,SLEE,0,0,15,,-75554899,39672996
4618,SHIPS LANDING WAY OP HIBBERT GROUP,"(39.67129100000005, -75.55510599999997)",3668,SLHG,0,0,15,,-75555106,39671291
4619,SLITTLE CRK RD & MORIARTY ST,"(39.15706000000006, -75.50052499999998)",581,SLMO,0,0,107,,-75500525,39157060
4620,S LITTLE CRK RD & ROBERTA AV,"(39.15693500000003, -75.50063599999999)",579,SLRO,0,0,107,,-75500636,39156935
4621,SHIPS LANDING WAY OP. TIRE RACK,"(39.671069000000045, -75.55757199999994)",3666,SLTR,1,1,15,,-75557572,39671069
4622,S LITTLE CREEK RD @ SAFEWAY GAS,"(39.15748600000006, -75.50865299999998)",3283,SLWT,0,0,"106, 119",,-75508653,39157486
4623,SMALLEYS DAM RD & TAYLOR DR,"(39.64551600000004, -75.66578199999998)",2572,SMTA,0,0,54,,-75665782,39645516
4624,SMALLEYS DAM RD & VICTORIA BLVD,"(39.64409800000004, -75.66455499999995)",2590,SMVI,0,0,54,,-75664555,39644098
4625,SMALLEYS DAM RD & WOLF DR,"(39.64652300000006, -75.66631699999994)",2591,SMWO,1,0,54,,-75666317,39646523
4626,SMYRNA REST AREA & P-N-R,"(39.32360500000004, -75.61817299999996)",474,SMYR,0,1,"120, 301, 302",,-75618173,39323605
4627,E SCOTLAND DR @ US RT 40,"(39.61058000000003, -75.70340299999998)",3555,SN40,0,0,64,,-75703403,39610580
4628,SUNSET BLVD & ARBYS REST,"(39.67032700000004, -75.59818999999999)",227,SNAR,1,1,"13, 25",,-75598190,39670327
4629,SOCIETY DR & BLDG 2000,"(39.82036100000005, -75.46097499999996)",735,SNB2,0,0,"13, 61",,-75460975,39820361
4630,SOCIETY DR & BLSG 7000,"(39.82162500000004, -75.45887999999997)",736,SNB7,0,0,"13, 61",,-75458880,39821625
4631,SUNSET BLVD & BJS,"(39.667995000000076, -75.59948899999995)",2170,SNBJ,0,0,"13, 25",,-75599489,39667995
4632,S COLLEGE AVE & BOB CARPENTER CTR,"(39.661369000000036, -75.75179799999995)",1800,SNCA,0,0,"16, 33, 46, 302",,-75751798,39661369
4633,STATE ST & OP CECIL ST,"(39.16410100000007, -75.52659899999998)",2674,SNCE,0,0,101,,-75526599,39164101
4634,S COLLEGE AVE & CHESNUT HILL RD,"(39.65541300000007, -75.75109399999997)",1799,SNCH,0,0,"16, 46, 302",,-75751094,39655413
4635,SHIPLEY RD & OP CROSS CNTRY R,"(39.81591000000003, -75.53536599999995)",3050,SNCR,0,0,35,,-75535366,39815910
4636,SHIPLEY RD & DREXEL DR,"(39.818137000000036, -75.53509899999995)",3051,SNDR,0,0,35,,-75535099,39818137
4637,S COLLEGE AVE & DADE,"(39.616750000000025, -75.74480099999994)",2611,SNDU,0,1,"42, 46, 302",,-75744801,39616750
4638,S COLLEGE AVE & E PARK PLACE,"(39.673857000000055, -75.75338499999998)",1802,SNEP,0,0,"16, 33, 46",,-75753385,39673857
4639,S COLLEGE AVE & FRIENDLYS,"(39.65076200000004, -75.74879899999996)",179,SNFR,0,0,"16, 46, 302",,-75748799,39650762
4640,S COLLEGE AVE & OP FR SEASONS PW,"(39.626198000000045, -75.74380099999996)",2667,SNFS,1,1,"42, 46, 302",,-75743801,39626198
4641,S COLLEGE AVE & GLASGOW HS,"(39.63171200000005, -75.74351099999996)",2613,SNGL,1,1,"42, 46, 302",,-75743511,39631712
4642,SCOTLAND DR @ GREENFIELD MNR APTS,"(39.61452000000003, -75.70765999999998)",3344,SNGM,0,0,64,,-75707660,39614520
4643,SHIPLEY RD & GRANITE WAY,"(39.82875000000007, -75.53452699999997)",3057,SNGR,0,0,35,,-75534527,39828750
4644,SHIPLEY RD & HEATHWOOD RD,"(39.81451800000008, -75.53553099999993)",3022,SNHE,0,0,35,,-75535531,39814518
4645,STATE ST & LIBRARY,"(39.16030200000006, -75.52517499999993)",605,SNLI,0,0,101,,-75525175,39160302
4646,SHIPLEY RD & OP MORNINGSDE DR,"(39.82156700000007, -75.53436899999997)",3053,SNMO,0,0,35,,-75534369,39821567
4647,S COLLEGE AVE & OP N CHRYSLER EN,"(39.66656700000004, -75.75267999999994)",181,SNNC,1,1,"16, 33, 46",,-75752680,39666567
4648,SHIPLEY RD & OP N ROCKFLD DR,"(39.82715500000006, -75.53447699999998)",3056,SNNR,0,0,35,,-75534477,39827155
4649,S COLLEGE AVE & PED X AMSTEL AVE,"(39.68050500000004, -75.75351299999994)",340,SNPE,0,0,46,,-75753513,39680505
4650,S COLLEGE AVE & OP RITTER LN,"(39.672135000000026, -75.75336499999997)",1801,SNRI,0,0,"16, 33, 46",,-75753365,39672135
4651,SHIPELY RD & OP S ROCKFLD DR,"(39.82425100000006, -75.53444199999996)",3054,SNRO,0,0,35,,-75534442,39824251
4652,SOCIETY DR & SHELTER 1,"(39.82120800000007, -75.45970299999993)",49,SNS1,0,0,"13, 61",,-75459703,39821208
4653,E SCOTLAND DR @ ST ANDREWS 2,"(39.60987600000004, -75.69942199999997)",3775,SNS2,0,0,64,,-75699422,39609876
4654,E SCOTLAND DR @ ST ANDREWS 1,"(39.60865300000006, -75.69743599999998)",3554,SNSA,0,0,64,,-75697436,39608653
4655,SHIPLEY RD & SUMMERSET RD,"(39.81946700000003, -75.53487199999995)",3052,SNSU,0,0,35,,-75534872,39819467
4656,SCOTLAND DR OP THORNHILL DR,"(39.61275900000004, -75.70658999999995)",3891,SNTH,0,0,64,,-75706590,39612759
4657,SOUTH ST & 6TH ST,"(39.65986200000003, -75.56969699999996)",1740,SO06,0,0,15,,-75569697,39659862
4658,SONGSMITH DR & BLATTY PL,"(39.63861000000003, -75.66461999999996)",2588,SOBL,0,0,54,,-75664620,39638610
4659,SOUTH ST & VEPCO BLVD,"(39.11149800000004, -75.55324199999995)",2751,SOCH,0,0,104,,-75553242,39111498
